image_url,image_ingredients_url,image_nutrition_url,url,product_name,main_category_en,allergens,ingredients_text,countries_en,brands
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-wn_waste_not_front.jpeg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-wn_waste_not_back.jpeg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-wn_waste_not_seed.jpeg",https://www.backyardnatureproducts.com/waste-not-wild-bird-food,Waste-Not Wild Bird Food,bird,"corn, soy","cracked corn, white millet, canary seed, sunflower coarse chips, safflower seed,
red millet, thistle seed, soybean oil, diatomaceous earth",,
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-p_premium-plus-front-rev.jpg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-p_premium_plus_back.jpeg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-p_premium_plus_seed.jpeg",https://www.backyardnatureproducts.com/premium-plus-wild-bird-food,Premium Plus Wild Bird Food,bird,no_allergen,"black oil sunflower, sunflower chips & pieces, red millet, white millet,
safflower seed, specifically blended vegetable oils, diatomaceous earth",,
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-ff_finch-feast-front-rev.jpg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-ff_finch_feast_back.jpeg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-ff_finch_feast_seed.jpeg",https://www.backyardnatureproducts.com/finch-feast-wild-bird-food,Finch Feast Wild Bird Food,bird,soy,"sunflower fine chips, white millet, thistle seed, canary seed, red millet, soybean oil,
diatomaceous earth",,
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-cc_cardinal-crunch-front-rev.jpg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-cc_cardinal_crunch_back.jpeg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/b/s/bs-cc_cardinal_crunch_seed.jpeg",https://www.backyardnatureproducts.com/cardinal-crunch-wild-bird-food,Cardinal Crunch Wild Bird Food,bird,"soy, pea, peanut","black oil sunflower, safflower seed, roasted peanuts,
white millet, soybean oil, diatomaceous earth",,
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/n/p/np1003-8oz-pouch-hummingbird-_-oriole-nectar-rev_1.jpg","https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/n/p/np1003-8oz-pouch-hummingbird-_-oriole-nectar-_2_-rev_1.jpg",,https://www.backyardnatureproducts.com/case-of-hummingbird-oriole-nectar-12-pouches,Case of Hummingbird & Oriole Nectar (12 - 8 oz. resealable pouches),bird,no_allergen,Sucrose,,
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/c/p/cpl-choice_peanut_suet_logs.jpg",,,https://www.backyardnatureproducts.com/peanut-suet-logs-for-birds-package-of-4,Peanut Suet Logs for Birds Package of 4,bird,"beef, corn, soy, oats, pea, peanut","Corn, Roasted Peanuts, Rendered Beef Suet, Oats, Soy Oil",,
"https://cfrouting.zoeysite.com/cdn-cgi/image/fit=scale-down,width=1200,format=auto,quality=70/https://s3.amazonaws.com/zcom-media/sites/a0i0h00000Msz9PAAR/media/catalog/product/c/s/css_css8-spreadable-suet_2.jpg",,,https://www.backyardnatureproducts.com/nutty-spreadable-suet-for-birds-case-of-8-jars,Nutty Spreadable Suet for Birds - Case of 8 Jars,bird,"beef, corn, soy, pea, peanut, almond","Rendered Beef Suet, Corn, Roasted Peanuts, Almonds, Pecans, Walnuts, Calcium Carbonate, Soy Oil",,
https://m.media-amazon.com/images/I/91h5nVUbXDL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91bszOEOKvL._AC_SL1500_.jpg,,https://www.amazon.com/Dr-Harveys-Fabulous-Natural-Finches/dp/B004TIYWFI/ref=sr_1_8?c=ts&dib=eyJ2IjoiMSJ9.XPiLlyNMWjrkGSxITh6wGY7IdtAYiZlNd_2w-mr8l7-2Tcc1Gp9obUzRsyqCQhCeJtREZH2nvJVjRj4QSVHyqseGVkg9Y3-BI8sOov-efV9b7X5Ti8Cg8D1q4UZlZus5_aS_rKU9HhIEzY6rPwAA8ojZ4qTl5aiTvScSjiUsDDW3oOgWtSBIgP_z2GerXqmtp_QlJ2tZXaL03Y_GeysjDAoU_IJuKDMnSL06QcL6KDStsUcn2ydTXnHr5r2ZGiLdIxVGoHBN6BY7HspyKLN7UUFz0bXmCWec0U9PDsjdNWI.lXwap748SFYX_mMHdr9l1t4sAHMmfzBe69A6Y1M24EQ&dib_tag=se&keywords=Bird%2BFood&qid=1730904907&s=pet-supplies&sr=1-8&ts_id=2975238011&th=1,"Dr. Harveys Fabulous Finch Food for Outside Feeder and Indoor Birds- Premium Bird Feed with Seeds, Nuts, Fruits, Vegetables for Finches (4 Pounds)",bird,"soy, oats, pea, carrot, apple, almond, cashew, broccoli","Golden Millet, Japanese Millet, Niger Seed, Red Millet, Canola Seed, Canary Grass Seed, White Millet, Sesame Seed, Apple, Coconut, Flaxseed, Oat Groats, Carrots, Hemp Seed, Anise Seed, Poppy Seed, Orange Peel, Macadamia Nuts, Pecans, Walnuts, Brazil Nuts, Filberts, Pistachios, Almonds, Pine Nuts, Cashews, Soybeans, Greens Beans, Broccoli, Zucchini, Peas, Red Bell Peppers, Green Bell Peppers, Celery, Spinach, Parsley",,
"https://res.cloudinary.com/drharveys/image/upload/b_white,c_pad,dpr_2.0,f_auto,h_600,q_65,w_600/v1676927744/brand_images/21-perfect-parrot-blend.jpg","https://res.cloudinary.com/drharveys/image/upload/b_black,c_pad,dpr_2.0,h_1000,q_90,w_1000/v1676928063/product_pictures/perfect-parrot-blend-oqjwsap.jpeg",,https://www.drharveys.com/products/birds/21-perfect-parrot-blend-natural-food-for-large-parrots,Perfect Parrot Blend,bird,"corn, pea, carrot, apple, pumpkin, peanut, almond, cashew, broccoli","Papaya, Safflower Seed, Sunflower Seed, Corn, Apricots, Pineapples, Raisins, Coconut, Bananas, Pumpkin Seeds, Peanuts, Carrots, Apples, Macadamia Nuts, Walnuts, Filberts, Cashews, Brazil Nuts, Pecans, Almonds, Peas, Cranberries, Mangoes, Peaches, Pears, Green Bell Peppers, Red Bell Peppers, Pine Nuts, Pistachios, Green Beans, Broccoli, Parsley",,
"https://res.cloudinary.com/drharveys/image/upload/c_pad,dpr_2.0,f_auto,h_1000,q_90,w_1000/v1676927910/brand_images/311-exotic-parrot-blend.jpg","https://res.cloudinary.com/drharveys/image/upload/b_black,c_pad,dpr_2.0,h_1000,q_90,w_1000/v1676928121/product_pictures/exotic-parrot-blend-q75dm2a.jpeg",,https://www.drharveys.com/products/birds/311-exotic-parrot-blend-natural-food-for-parrots-no-seed,Exotic Parrot Blend,bird,"pea, carrot, apple, peanut, almond, cashew, broccoli","Papaya, Apricots, Pineapples, Raisins, Mangoes, Coconut Chips, Banana Chips, Peanuts, Carrot Dices, Peaches, Pears, Cranberries, Apple Dices, Macadamia Nuts, Pecans, Walnuts, Almonds, Filberts, Brazil Nuts, Cashews, Peas, Pine Nuts, Pistachios, Green Bell Peppers, Red Bell Peppers, Green Beans, Broccoli",,
"https://res.cloudinary.com/drharveys/image/upload/c_pad,dpr_2.0,f_auto,h_1000,q_90,w_1000/v1676927310/brand_images/321-colossal-cockatiel-blend.jpg","https://res.cloudinary.com/drharveys/image/upload/b_black,c_pad,dpr_2.0,h_1000,q_90,w_1000/v1676927396/product_pictures/colossal-cockatiel-blend-gbufywf.jpeg",,https://www.drharveys.com/products/birds/321-colossal-cockatiel-blend-natural-food-for-cockatiels,Colossal Cockatiel Blend,bird,"oats, pea, carrot, apple, almond, cashew, broccoli","Safflower Seed, Canary Grass Seed, White Millet, Canola Seed, Oat Groats, Sunflower Seed, Caraway Seed, Sesame Seed, Flaxseed, Coconut, Raisins, Bananas, Carrots, Apples, Cranberries, Pineapples, Papaya, Mangoes, Orange Peels, Peas, Green Bell Pepper, Red Bell Pepper, Green Beans, Broccoli, Macadamia Nuts, Walnuts, Almonds, Pine Nuts, Pistachios, Cashews, Filberts, Pecans, Brazil Nuts, Parsley",,
"https://res.cloudinary.com/drharveys/image/upload/c_pad,dpr_2.0,f_auto,h_1000,q_90,w_1000/v1676927502/brand_images/331-our-best-parakeet-blend.jpg",,"https://res.cloudinary.com/drharveys/image/upload/b_black,c_pad,dpr_2.0,h_1000,q_90,w_1000/v1611941486/product_pictures/our-best-parakeet-blend-urxebkv.jpeg",https://www.drharveys.com/products/birds/331-our-best-parakeet-blend-natural-food-for-parakeets,Our Best Parakeet Food Blend,bird,"oats, pea, carrot, apple, almond, cashew, broccoli","Canary Grass Seed, Canola Seed, White Millet, Red Millet, Oat Groats, Flaxseed, Coconut, Hemp Seed, Poppy Seed, Sesame Seed, Caraway Seed, Mango Dices, Pineapples, Papaya, Anise Seed, Apple, Carrot, Broccoli, Green Beans, Peas, Banana, Orange Peel, Parsley, Brazil Nuts, Filbert, Cashews, Almonds, Walnuts, Green Bell Peppers, Red Bell Peppers, Pecans, Pistachios, Macadamia Nuts",,
"https://res.cloudinary.com/drharveys/image/upload/c_pad,dpr_2.0,f_auto,h_1000,q_90,w_1000/v1676926612/brand_images/341-incredible-canary-blend.jpg","https://res.cloudinary.com/drharveys/image/upload/b_black,c_pad,dpr_2.0,h_1000,q_90,w_1000/v1676927246/product_pictures/incredible-canary-blend-enkvp55.jpeg",,https://www.drharveys.com/products/birds/341-incredible-canary-blend-natural-food-for-canaries,Incredible Canary Blend,bird,"oats, pea, carrot, apple, almond, cashew, broccoli","Red Millet, Canola Seed, White Millet, Canary Grass Seed, Oat Groats, Flaxseed, Sesame Seed, Caraway Seed, Coconut, Carrots, Poppy Seed, Apple, Anise Seed, Orange Peel, Cashews, Broccoli, Peas, Red Bell Peppers, Green Bell Peppers, Parsley, Green Beans, Macadamia Nuts, Pecans, Walnuts, Brazil Nuts, Filberts, Pistachios, Almonds",,
https://fmbrown.com/wp-content/uploads/2019/10/44683-1.jpg.webp,https://fmbrown.com/wp-content/uploads/2019/10/44683-back-1.jpg.webp,https://fmbrown.com/wp-content/uploads/2019/10/44683-rightside-1.jpg.webp,https://fmbrown.com/product/tropical-carnival-gourmet-large-hookbill-food/,Tropical Carnival Gourmet Large Hookbill Food,bird,"fish, wheat, corn, soy, rice, oats, potato, pea, carrot, apple, cranberry, pumpkin, peanut, almond","Safflower Seeds, Peanuts, Peas, Corn, Almonds, Filberts, Walnuts, Dried Banana, Dried Papaya, Dried Cranberry, Pumpkin Seed, Pasta Product, Dried Peppers, Ground Corn, Soybean Meal, Ground Wheat, Ground Oats, Sugar, Potato Protein, Vegetable Oil (preserved with Mixed Tocopherols), Calcium Carbonate, Dicalcium Phosphate, Choline Chloride, Menhaden Fish Oil (Source of DHA and Omega 3 Fatty Acids), Salt, L-Lysine, DL-Methionine, Pediococcus acidilactici Fermentation Product, Ground Timothy Grass Hay, Ground Brown Rice, Cane Molasses, Dried Apple, Dried Banana, Dried Apricot, Dried Carrots, Dried Butternut Squash, Dried Sweet Potato, Dried Green Bell Peppers, Maltodextrin, Dextrose, Aluminosilicate, Inulin, L-Ascorbyl-2-Polyphosphate, Silicon Dioxide, Tetrasodium Pyrophosphate, Mixed Tocopherols (preservative), Rosemary Extract (natural flavor), Green Tea Extract (natural flavor), Spearmint Extract (natural flavor), Zinc Sulfate, Manganese Sulfate, Vitamin E Supplement, Yucca schidigera Extract, Niacinamide, d-Calcium Pantothenate, Sodium Selenite, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Riboflavin Supplement, Biotin, Vitamin A Acetate, Vitamin D3 Supplement, Copper Sulfate, Pyridoxine Hydrochloride, Thiamine Mononitrate. Natural Orange Flavor with Other Natural Ingredients, Colors Added (FD&C Red 40, Blue 1, Yellow 5 and Yellow 6)",,
https://fmbrown.com/wp-content/uploads/2015/03/44728-2.jpg.webp,https://fmbrown.com/wp-content/uploads/2015/03/44728-back.jpg.webp,https://fmbrown.com/wp-content/uploads/2015/03/44728-bottom.jpg.webp,https://fmbrown.com/product/1-5-lb-tropical-carnivalr-canary-finch-food/,1.5 lb. Tropical Carnival Canary & Finch Food,bird,"fish, wheat, corn, soy, oats, pea, carrot, cranberry, peanut","Canary Grass Seed, Nyjer® (Thistle) (Guizotia abyssynica), Canola Seed, White Proso Millet, Red Millet, Yellow Millet, Oat Groats, Flaxseed, Dried Papaya, Cranberry Seed, Dried Carrots, Peanuts, Dried Coriander, Dried Parsley, Dried Rosemary, Dried Savory, Dried Marigold, Anise Seed, Sesame Seed, Wheat Flour, Wheat Flour, Ground Corn, Ground Oats, Corn Gluten Meal, Dehulled Soybean Meal, Soybean Oil (preserved with Mixed Tocopherols), Dicalcium Phosphate, Brewers Dried Yeast, Calcium Carbonate, Menhaden Fish Oil (Source of DHA & Omega-3 Fatty Acids), Fructooligosaccharide, L-Lysine, Salt, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin B12 Supplement, Choline Chloride, Manganese Proteinate, Iron Proteinate, DL-Methionine, Zinc Proteinate, Sodium Selenite, Dried Pediococcus acidilactici Fermentation Product, Biotin, Folic Acid, Lecithin, Mixed Tocopherols (a preservative), Yucca Schidigera Extract, Rosemary Extract, Natural and Artificial Orange Flavor, Colors Added (Titanium Dioxide, Beta-Carotene, Red 40, Blue 1, Yellow 5 and Yellow 6) and Sulfur Dioxide (a preservative).",,
